geotype,geoid,geoname,count,discuss,discussOppose,reducetax,reducetaxOppose,prioritycleanenergy,prioritycleanenergyOppose,localofficials,localofficialsOppose,governor,governorOppose,congress,congressOppose,president,presidentOppose,corporations,corporationsOppose,citizens,citizensOppose,regulate,regulateOppose,drilloffshore,drilloffshoreOppose,drillanwr,drillanwrOppose,fundrenewables,fundrenewablesOppose,rebates,rebatesOppose,mediaweekly,mediaweeklyOppose,gwvoteimp,gwvoteimpOppose,generaterenewable,generaterenewableOppose,exp,expOppose,teachgw,teachgwOppose,priority,priorityOppose,happening,happeningOppose,human,humanOppose,consensus,consensusOppose,worried,worriedOppose,personal,personalOppose,harmus,harmusOppose,devharm,devharmOppose,futuregen,futuregenOppose,harmplants,harmplantsOppose,timing,timingOppose,affectweather,affectweatherOppose
state,55,Wisconsin,4612987,34.39,65.61,66.09,33.91,61.98,12.30,51.89,18.71,51.65,21.56,57.69,23.72,50.21,27.69,68.10,12.87,59.77,14.15,74.02,25.98,58.29,41.71,30.58,69.42,79.11,20.89,72.62,27.38,31.88,68.12,51.11,38.66,77.42,22.58,39.36,60.64,73.71,26.29,49.54,27.52,69.40,17.28,56.11,31.81,54.70,25.90,60.05,39.95,40.03,52.29,58.65,32.70,65.45,24.06,68.83,21.33,68.24,23.04,54.41,45.59,61.32,8.70
state,56,Wyoming,445576,30.24,69.76,53.68,46.32,50.80,15.59,43.01,23.83,38.89,25.62,45.16,37.60,38.35,41.38,61.00,14.42,52.60,15.94,63.07,36.93,66.81,33.19,40.38,59.62,73.87,26.13,67.28,32.72,28.22,71.78,44.27,45.15,68.04,31.96,29.69,70.31,64.25,35.75,37.09,41.22,59.44,27.26,44.76,41.07,43.86,33.24,50.14,49.86,31.57,59.32,48.32,41.75,52.65,32.89,56.13,30.72,58.12,31.92,42.74,57.26,48.06,10.48
county,1001,"Autauga County, Alabama",44995,25.49,74.51,57.07,42.93,56.46,17.05,48.31,21.76,46.88,23.20,51.56,30.78,44.44,35.45,59.85,17.53,51.57,19.60,67.31,32.69,70.10,29.91,37.48,62.52,73.51,26.49,68.40,31.60,25.54,74.46,48.44,40.87,72.00,28.00,34.10,65.90,66.27,33.73,41.11,34.72,60.27,23.16,46.82,39.65,40.73,31.54,50.42,49.58,36.63,51.61,51.25,36.65,55.33,29.59,57.26,29.35,57.33,30.44,47.21,52.79,46.58,10.30
county,1003,"Baldwin County, Alabama",184025,26.89,73.11,54.42,45.59,53.38,20.73,47.66,22.61,47.02,24.21,50.98,33.61,44.00,38.22,59.77,18.25,52.09,19.94,65.34,34.66,69.02,30.98,37.46,62.54,71.77,28.24,66.32,33.68,28.26,71.74,49.90,40.32,70.48,29.52,33.10,66.90,65.52,34.48,40.49,37.74,59.40,26.60,44.17,40.22,39.43,33.97,51.15,48.85,36.03,53.53,51.29,37.70,55.30,31.11,57.51,30.05,58.29,29.30,43.68,56.32,46.05,11.04
county,1005,"Barbour County, Alabama",19724,25.29,74.71,64.38,35.62,62.19,13.73,54.89,17.89,52.58,18.91,57.76,23.22,50.24,26.75,63.06,15.63,55.79,16.75,70.57,29.43,68.70,31.30,35.48,64.52,75.99,24.01,69.32,30.69,22.06,77.94,49.77,38.91,71.49,28.51,38.13,61.87,73.67,26.33,49.56,25.70,65.45,15.62,49.58,37.81,41.49,25.55,57.27,42.73,43.18,41.56,56.36,27.73,59.57,21.88,59.51,22.43,60.72,22.29,55.40,44.60,51.14,8.12
county,1007,"Bibb County, Alabama",17537,21.37,78.63,53.26,46.74,52.23,20.06,45.27,23.65,43.28,25.86,46.94,33.42,40.74,38.51,55.32,20.04,47.19,22.18,63.21,36.79,74.52,25.48,41.97,58.03,69.35,30.65,63.79,36.21,22.29,77.72,42.90,45.60,66.19,33.82,30.02,69.98,63.05,36.95,37.77,38.14,54.50,26.27,41.45,43.97,33.36,34.12,46.04,53.96,34.37,51.87,47.25,38.57,50.09,32.42,51.69,32.76,52.20,33.05,44.23,55.77,41.17,11.29
county,1009,"Blount County, Alabama",45513,22.37,77.64,49.37,50.63,50.38,23.29,42.80,25.52,41.71,27.79,45.63,37.24,39.40,42.91,54.54,21.72,46.09,23.73,60.75,39.25,74.99,25.01,42.35,57.65,66.77,33.23,61.90,38.10,24.51,75.49,43.64,45.30,66.39,33.62,28.60,71.40,59.90,40.10,34.09,45.01,51.36,31.23,41.05,43.69,33.30,35.70,43.85,56.15,33.00,56.17,45.90,43.86,49.42,36.86,51.62,37.06,52.13,37.14,40.25,59.75,38.83,12.37
county,1011,"Bullock County, Alabama",8154,24.82,75.18,72.06,27.94,65.91,9.88,60.93,15.37,57.37,15.89,62.58,17.74,54.42,20.50,66.04,13.30,58.95,14.31,74.93,25.07,65.96,34.04,33.01,66.99,80.22,19.78,73.60,26.40,18.98,81.02,51.46,36.64,73.75,26.26,41.60,58.40,79.74,20.27,56.04,18.33,69.06,10.14,51.60,37.32,42.37,22.51,62.53,37.47,46.49,35.16,59.29,21.69,62.57,16.30,61.52,17.12,62.86,17.65,60.58,39.42,56.77,6.35
county,1013,"Butler County, Alabama",14749,23.72,76.28,63.42,36.58,58.47,14.26,53.34,18.96,50.62,20.29,54.17,25.86,47.18,29.38,60.95,16.43,53.39,17.87,69.79,30.21,70.48,29.52,36.42,63.58,75.59,24.41,69.60,30.40,21.55,78.45,47.78,40.69,71.46,28.54,35.87,64.13,72.30,27.70,46.02,27.87,62.89,17.30,46.78,40.31,38.66,28.28,53.81,46.19,40.22,43.79,53.44,29.91,56.52,23.83,57.35,24.37,58.32,24.86,52.29,47.71,49.18,8.53
county,1015,"Calhoun County, Alabama",91562,25.18,74.82,57.52,42.48,56.67,17.56,48.78,21.64,47.42,23.12,51.71,30.59,43.99,35.08,59.15,18.04,51.14,19.79,67.50,32.50,69.06,30.94,37.44,62.57,72.54,27.47,67.72,32.28,24.23,75.77,47.85,41.10,71.23,28.78,33.50,66.51,67.37,32.64,42.29,34.22,59.83,23.48,47.40,38.48,39.53,31.03,51.47,48.53,37.00,50.07,51.39,34.96,54.89,28.53,56.68,28.17,57.32,28.49,48.76,51.24,47.19,10.05
county,1017,"Chambers County, Alabama",27424,23.63,76.37,61.58,38.42,58.08,15.32,51.91,19.64,49.50,21.02,53.45,26.21,46.47,30.15,61.11,16.76,53.27,18.28,68.73,31.27,70.21,29.79,37.44,62.56,73.87,26.13,68.75,31.25,21.97,78.03,47.14,41.39,70.81,29.19,35.18,64.82,70.78,29.22,45.26,30.48,62.34,18.69,45.68,41.20,39.20,28.95,52.95,47.05,39.79,45.39,52.85,31.91,55.93,25.75,56.39,26.32,58.11,25.63,50.44,49.56,48.19,9.02
county,1019,"Cherokee County, Alabama",20343,22.49,77.51,50.40,49.60,51.06,22.19,42.42,25.43,41.09,27.96,45.22,37.05,39.22,42.48,54.59,20.74,46.37,23.02,61.62,38.38,74.49,25.51,42.09,57.91,67.87,32.13,62.58,37.42,24.62,75.38,43.44,45.87,66.40,33.60,28.88,71.13,60.19,39.81,36.07,42.17,53.58,30.66,42.00,43.20,33.85,36.51,44.55,55.45,32.88,55.74,46.30,42.26,49.33,35.98,51.50,36.18,51.91,36.29,42.58,57.42,39.86,12.46
county,1021,"Chilton County, Alabama",34433,23.27,76.73,53.46,46.54,52.71,20.01,45.45,22.91,44.36,23.88,46.37,33.88,41.51,38.94,54.87,19.83,47.16,21.92,63.21,36.79,72.86,27.14,40.28,59.72,67.92,32.08,64.65,35.35,23.84,76.17,46.35,42.55,67.44,32.57,30.95,69.05,62.35,37.65,37.77,40.60,53.65,29.08,43.23,40.22,36.38,33.15,45.99,54.02,35.56,52.51,48.45,40.06,51.44,33.86,53.13,34.54,54.02,34.53,43.46,56.54,41.78,11.06
county,1023,"Choctaw County, Alabama",10143,24.84,75.16,64.93,35.07,60.26,13.47,53.90,19.04,51.38,19.98,56.38,24.29,48.71,28.11,62.68,15.51,54.56,16.97,71.21,28.79,68.54,31.46,35.47,64.53,76.89,23.11,71.18,28.82,22.48,77.52,48.58,39.87,72.89,27.11,36.65,63.35,73.28,26.73,47.80,27.01,64.01,16.62,48.04,39.37,40.51,27.84,56.14,43.86,40.67,44.16,54.33,29.80,57.87,23.35,58.54,23.44,59.49,24.21,53.67,46.33,51.04,8.30
county,1025,"Clarke County, Alabama",18008,23.46,76.54,64.20,35.80,58.32,13.09,53.62,18.90,50.44,20.14,55.55,24.15,48.34,27.99,61.92,14.74,53.43,16.89,70.50,29.50,69.25,30.75,36.13,63.87,76.40,23.60,70.61,29.39,20.94,79.06,49.42,39.29,72.34,27.67,36.72,63.28,72.70,27.31,46.88,26.36,62.21,16.04,46.60,40.46,38.45,27.57,55.13,44.87,39.77,43.42,53.32,29.10,56.81,22.65,57.37,23.15,58.02,24.27,52.92,47.08,49.07,8.41
county,1027,"Clay County, Alabama",11300,23.61,76.39,54.03,45.97,53.25,19.47,45.92,23.29,44.92,24.71,47.85,33.51,41.83,38.44,56.38,19.82,48.39,21.62,64.02,35.98,71.97,28.03,40.09,59.91,69.18,30.82,64.42,35.59,24.15,75.85,45.37,43.47,68.59,31.41,31.35,68.65,64.05,35.95,39.26,38.32,55.86,26.81,43.43,41.92,37.16,32.66,47.65,52.35,35.36,52.24,48.66,38.95,51.90,32.46,53.82,32.32,54.56,32.41,45.10,54.90,42.51,10.92
county,1029,"Cleburne County, Alabama",11698,23.86,76.14,52.72,47.28,53.41,19.74,44.80,23.93,45.68,23.99,47.57,33.41,41.52,39.44,55.87,19.60,46.97,21.97,63.63,36.37,69.21,30.79,39.32,60.69,68.38,31.62,65.37,34.63,24.04,75.96,49.42,39.84,71.68,28.32,30.57,69.43,61.46,38.54,39.10,36.90,55.06,28.34,44.87,39.94,39.49,32.46,47.33,52.67,34.09,53.91,47.40,40.69,51.06,33.80,54.81,32.28,55.08,32.73,43.86,56.14,42.08,11.34
county,1031,"Coffee County, Alabama",40890,24.21,75.79,54.17,45.84,53.18,20.19,46.74,22.92,45.71,24.58,49.13,33.12,42.56,38.48,57.82,19.05,49.95,20.99,63.97,36.03,72.90,27.10,39.83,60.17,70.10,29.90,65.56,34.44,24.71,75.29,45.41,43.45,68.77,31.23,31.82,68.18,64.18,35.82,39.17,37.87,58.59,26.04,43.10,41.84,36.69,33.94,47.01,52.99,35.59,52.53,49.05,39.14,53.11,31.69,54.21,33.45,55.16,33.30,45.03,54.97,43.49,10.93
county,1033,"Colbert County, Alabama",45294,24.93,75.07,57.22,42.78,55.32,17.12,48.50,21.93,45.81,23.47,52.58,29.30,43.51,34.66,61.12,16.93,52.13,19.24,67.48,32.52,71.49,28.52,37.52,62.48,73.50,26.50,67.84,32.16,24.59,75.41,48.42,41.04,70.69,29.31,33.33,66.67,66.52,33.48,42.36,32.83,61.75,21.98,45.68,41.19,39.99,31.08,50.14,49.86,36.54,51.23,50.97,36.26,55.67,28.12,57.84,27.96,57.96,28.38,48.27,51.73,46.40,10.50
county,1035,"Conecuh County, Alabama",9299,24.04,75.96,65.52,34.48,60.66,13.09,54.66,18.42,51.57,19.61,57.13,23.48,49.31,27.06,63.15,15.16,55.06,16.71,71.57,28.43,69.66,30.34,35.61,64.39,77.36,22.64,71.35,28.65,21.63,78.37,48.23,40.18,72.40,27.60,36.74,63.26,73.94,26.06,47.45,26.06,63.53,15.77,48.17,39.67,40.25,27.42,55.60,44.40,40.83,43.00,54.34,28.72,57.75,22.43,57.90,22.88,58.96,23.55,53.63,46.37,51.37,8.15
county,1037,"Coosa County, Alabama",8671,25.24,74.76,60.51,39.49,58.15,16.14,51.22,19.55,49.13,20.91,53.42,27.21,46.94,30.93,60.99,16.63,53.62,17.95,68.30,31.70,69.53,30.47,36.58,63.42,73.62,26.38,67.07,32.93,24.08,75.92,49.21,39.92,70.80,29.20,36.03,63.97,69.94,30.06,45.03,31.73,61.82,19.80,47.06,39.25,40.51,27.93,53.09,46.91,39.87,46.66,53.68,32.52,57.06,26.06,57.50,26.73,58.67,26.38,50.96,49.04,47.64,9.19
county,1039,"Covington County, Alabama",29317,22.74,77.26,52.80,47.20,52.16,19.55,44.59,23.98,43.56,25.67,46.54,32.74,40.72,39.32,55.12,19.53,46.73,21.78,63.73,36.27,73.04,26.96,41.29,58.71,69.81,30.19,64.57,35.43,23.44,76.56,43.80,44.77,70.12,29.88,30.79,69.21,62.18,37.82,38.06,37.46,56.02,26.00,42.71,42.86,38.05,33.24,47.00,53.00,33.76,53.40,47.15,39.79,50.46,33.31,52.96,31.96,53.28,33.62,42.96,57.04,41.03,11.46
county,1041,"Crenshaw County, Alabama",10184,25.58,74.42,59.62,40.39,57.44,16.20,50.60,19.69,49.84,20.33,52.74,28.14,46.59,32.13,60.10,17.07,52.53,18.47,68.02,31.98,67.64,32.36,35.70,64.30,72.42,27.58,66.83,33.18,23.72,76.28,51.94,37.53,71.91,28.09,35.80,64.20,68.55,31.45,45.14,32.09,60.61,21.15,47.76,38.08,42.23,27.00,52.76,47.24,39.45,47.26,53.07,33.58,56.59,27.00,57.94,27.07,59.05,26.79,50.16,49.85,47.04,9.21
county,1043,"Cullman County, Alabama",68613,22.67,77.33,48.94,51.06,49.97,22.79,42.69,25.63,41.68,27.46,44.16,40.24,38.61,44.19,53.33,22.41,45.77,23.68,60.49,39.51,74.04,25.96,41.63,58.37,66.50,33.50,63.48,36.52,25.47,74.53,42.60,46.36,66.33,33.67,28.93,71.07,59.68,40.32,33.95,44.93,50.17,33.16,40.80,42.86,34.88,35.62,42.18,57.82,31.67,58.06,44.54,46.20,47.89,39.58,50.09,39.62,51.22,38.69,40.31,59.70,39.21,12.54
county,1045,"Dale County, Alabama",38050,24.95,75.05,56.04,43.96,54.74,18.36,48.06,22.05,46.71,23.34,50.41,30.64,43.63,35.44,58.49,18.37,50.70,20.49,65.36,34.64,70.57,29.43,38.79,61.21,71.76,28.24,66.43,33.57,24.55,75.45,46.12,42.76,69.34,30.66,33.49,66.51,65.48,34.52,41.74,35.84,59.05,24.19,45.31,40.77,38.38,31.55,50.11,49.89,37.05,50.74,50.45,37.43,53.89,30.87,55.16,31.25,55.95,31.39,46.70,53.30,44.80,10.48
county,1047,"Dallas County, Alabama",29291,27.26,72.74,73.71,26.29,66.22,9.62,62.01,14.67,59.02,15.02,63.01,17.36,54.39,20.84,66.86,12.97,60.31,13.68,75.95,24.05,62.53,37.47,31.78,68.21,80.73,19.27,75.16,24.84,20.29,79.71,53.73,34.91,77.70,22.30,42.61,57.39,80.82,19.18,54.83,18.63,69.42,10.79,52.66,35.88,45.41,22.55,63.86,36.14,47.93,34.90,60.66,21.68,64.57,15.67,64.41,15.74,64.87,16.97,60.91,39.09,58.14,6.15
county,1049,"Dekalb County, Alabama",54533,25.30,74.70,52.92,47.08,54.47,20.46,45.68,23.77,45.23,25.05,50.01,33.39,42.59,38.99,56.99,19.96,49.54,21.71,63.94,36.06,70.24,29.76,39.58,60.42,69.51,30.49,64.56,35.44,24.77,75.23,46.72,42.33,68.87,31.13,32.44,67.56,62.99,37.01,41.08,37.73,58.42,26.93,46.27,38.94,38.78,31.54,49.17,50.83,35.73,52.93,49.93,38.14,53.15,31.99,55.40,31.68,55.91,31.35,46.84,53.16,43.02,11.40
county,1051,"Elmore County, Alabama",68633,24.47,75.53,57.28,42.72,55.19,18.57,48.15,22.00,46.43,23.38,50.14,30.46,43.37,35.21,58.19,18.20,50.46,20.09,66.16,33.84,71.79,28.21,38.38,61.62,71.34,28.66,66.93,33.07,24.72,75.29,47.16,42.01,69.84,30.16,32.45,67.55,66.16,33.84,40.35,36.51,57.27,24.12,46.08,40.79,38.97,31.72,49.83,50.17,36.31,51.65,50.28,37.53,53.86,30.89,55.42,31.10,56.01,31.63,45.70,54.31,44.56,10.50
county,1053,"Escambia County, Alabama",28419,21.58,78.42,58.13,41.87,54.33,16.38,48.29,22.17,46.18,23.53,50.26,29.94,42.71,34.24,57.81,18.76,48.81,20.88,66.56,33.44,72.21,27.79,39.25,60.75,72.26,27.74,66.61,33.39,20.77,79.23,45.13,43.16,68.69,31.31,32.06,67.94,66.82,33.18,41.35,32.31,55.71,22.57,45.81,40.11,35.13,32.05,49.17,50.83,36.57,47.97,48.92,35.17,52.41,28.39,53.85,28.47,55.07,28.40,47.85,52.15,43.87,9.93
county,1055,"Etowah County, Alabama",81184,23.48,76.52,55.95,44.05,53.95,18.36,46.52,23.41,45.34,24.90,49.54,32.01,42.11,37.85,57.76,18.92,49.44,21.37,65.61,34.39,71.21,28.80,38.91,61.10,72.65,27.35,66.83,33.17,24.07,75.93,46.06,41.59,71.36,28.64,31.16,68.84,65.33,34.67,40.87,35.22,57.25,25.22,43.39,42.35,37.93,34.20,48.50,51.50,35.08,51.46,48.83,36.75,52.29,30.52,54.77,29.30,54.88,30.14,45.38,54.62,44.22,10.93
county,1057,"Fayette County, Alabama",12862,21.53,78.47,52.04,47.96,51.08,20.84,44.06,24.62,42.38,26.94,46.26,34.53,39.46,40.36,55.16,20.22,46.76,22.51,62.76,37.24,75.36,24.65,42.19,57.82,69.59,30.41,64.28,35.72,23.36,76.64,42.19,46.46,67.09,32.91,28.82,71.18,61.43,38.57,36.70,40.65,54.18,27.65,41.56,44.16,33.19,36.26,45.41,54.59,33.47,54.12,46.61,40.73,49.58,34.45,51.60,34.61,52.00,35.03,42.59,57.41,40.00,11.93
county,1059,"Franklin County, Alabama",24089,23.61,76.40,53.12,46.88,53.53,20.58,45.25,23.53,43.99,25.12,47.18,34.41,41.49,39.60,56.90,19.89,49.08,21.65,63.82,36.18,72.49,27.51,40.29,59.71,69.00,31.00,63.91,36.09,24.38,75.62,45.90,43.12,67.94,32.07,31.39,68.61,63.30,36.71,38.73,39.76,55.64,26.88,44.26,41.36,36.49,32.74,47.62,52.38,35.70,52.75,49.07,39.37,52.13,33.12,54.00,33.34,54.75,33.08,44.37,55.63,42.03,11.35
county,1061,"Geneva County, Alabama",20813,21.81,78.19,50.60,49.40,50.73,21.32,43.56,25.12,42.17,27.32,45.53,36.15,39.46,41.59,54.41,21.18,46.09,23.52,61.77,38.23,74.53,25.48,42.22,57.78,67.76,32.24,63.25,36.75,23.14,76.86,43.17,45.55,66.72,33.28,28.90,71.10,60.08,39.92,35.42,42.35,53.46,29.68,42.38,42.92,33.35,35.77,44.13,55.87,32.98,54.33,45.85,42.17,49.29,35.12,50.92,36.02,52.04,35.35,43.45,56.55,39.58,12.04
county,1063,"Greene County, Alabama",6010,28.75,71.25,75.46,24.55,69.02,8.33,64.91,12.03,62.18,12.28,66.68,14.66,59.32,16.12,70.20,10.60,63.69,11.55,77.60,22.40,60.21,39.79,28.60,71.40,81.50,18.50,74.87,25.13,20.47,79.53,60.00,30.21,78.33,21.67,48.54,51.46,82.73,17.27,61.11,15.25,73.23,7.52,55.57,33.27,50.20,17.47,66.57,33.43,51.33,31.27,64.37,18.25,67.95,12.95,66.15,13.94,67.95,13.76,64.96,35.04,60.10,5.36
county,1065,"Hale County, Alabama",11288,26.24,73.76,71.60,28.41,61.03,8.89,59.94,14.50,57.00,14.60,62.42,17.61,55.98,20.45,67.39,10.13,58.77,12.71,75.95,24.05,60.59,39.41,30.35,69.65,79.16,20.84,74.80,25.20,19.54,80.46,61.96,29.05,79.09,20.91,45.14,54.86,77.92,22.08,54.70,17.98,68.22,10.20,53.65,34.38,46.62,20.28,63.02,36.98,45.38,36.24,59.36,21.96,63.83,15.60,64.53,16.05,64.08,17.99,58.88,41.12,54.23,6.60
county,1067,"Henry County, Alabama",13765,24.03,75.98,57.65,42.35,55.74,17.12,48.75,21.83,46.82,23.33,51.13,29.79,44.08,34.50,58.92,17.84,50.75,19.75,66.55,33.45,71.08,28.92,38.57,61.43,72.93,27.07,67.43,32.57,23.59,76.41,46.24,42.45,69.99,30.01,33.24,66.76,67.35,32.65,42.05,33.62,59.29,22.07,44.97,41.17,37.98,31.43,50.78,49.22,36.88,49.45,50.55,35.31,53.98,28.76,55.49,28.68,56.07,29.30,48.23,51.77,45.94,10.07
county,1069,"Houston County, Alabama",82569,25.22,74.78,59.41,40.59,56.30,16.61,49.52,21.16,48.94,22.04,52.13,28.99,44.70,33.94,58.98,17.62,51.20,19.46,67.25,32.75,69.27,30.73,37.33,62.67,73.22,26.78,68.02,31.98,23.87,76.13,49.27,39.97,73.33,26.67,34.17,65.83,68.78,31.23,45.46,31.28,61.91,20.82,47.42,39.52,41.08,29.95,52.59,47.41,38.03,48.53,52.03,33.86,55.56,26.95,57.37,26.27,58.02,26.54,50.11,49.89,47.34,9.87
county,1071,"Jackson County, Alabama",41769,21.53,78.47,49.41,50.59,47.23,21.50,41.97,24.47,39.42,27.49,43.71,35.63,39.05,41.08,55.06,18.36,46.13,21.90,61.67,38.33,74.93,25.07,42.30,57.70,68.15,31.85,62.65,37.35,23.54,76.46,48.06,42.23,66.56,33.44,30.47,69.53,58.64,41.36,33.75,42.43,52.21,28.16,40.92,44.11,33.24,34.75,44.22,55.79,31.72,55.16,45.94,40.14,49.80,33.39,51.85,34.29,50.47,34.65,40.22,59.78,37.18,12.64
county,1073,"Jefferson County, Alabama",519918,30.91,69.09,70.18,29.83,65.87,10.50,59.04,15.81,57.38,16.46,61.27,20.99,55.11,24.74,67.27,13.48,60.67,14.44,75.06,24.94,64.99,35.01,29.67,70.33,79.76,20.25,73.32,26.68,26.43,73.57,53.20,36.31,77.75,22.25,44.31,55.69,77.75,22.25,53.08,21.40,68.88,12.75,51.54,37.82,53.46,21.51,60.62,39.38,45.01,42.48,59.84,28.48,64.21,19.98,65.37,20.37,66.64,20.56,60.94,39.06,59.10,7.11
county,1075,"Lamar County, Alabama",10859,20.97,79.03,50.22,49.78,48.04,21.48,42.76,24.39,40.41,27.32,44.35,35.90,39.26,40.99,54.42,19.31,45.73,22.47,61.73,38.28,75.29,24.71,42.68,57.32,67.49,32.52,62.36,37.64,22.51,77.49,44.48,44.81,65.99,34.01,29.62,70.38,59.55,40.45,34.32,41.68,51.45,28.86,40.07,44.62,32.05,34.99,43.38,56.63,32.41,54.41,45.67,40.87,48.67,34.31,50.62,35.09,50.84,35.46,41.40,58.60,37.52,12.28
county,1077,"Lauderdale County, Alabama",76071,26.55,73.45,58.10,41.90,58.45,16.13,49.41,21.68,49.79,21.93,54.62,29.72,46.36,34.82,62.43,16.88,53.63,18.84,67.90,32.11,65.81,34.19,36.05,63.95,73.68,26.32,68.77,31.23,26.47,73.53,52.83,37.25,74.65,25.35,34.72,65.29,67.17,32.83,45.58,31.92,62.19,22.47,52.13,35.25,44.82,29.36,55.14,44.86,38.71,50.11,53.00,35.48,57.33,28.52,60.96,26.54,61.03,27.01,48.55,51.45,49.52,10.09
county,1079,"Lawrence County, Alabama",25945,21.88,78.12,53.62,46.38,50.56,19.85,44.32,24.43,41.89,26.75,46.00,34.10,39.86,39.63,55.15,19.78,46.71,22.23,63.76,36.24,74.58,25.42,41.40,58.60,70.46,29.54,65.19,34.81,22.72,77.28,42.62,45.98,67.21,32.79,30.28,69.72,62.77,37.24,36.37,38.78,53.93,26.83,41.79,43.94,33.24,35.43,45.98,54.02,34.14,53.00,47.56,39.09,50.60,32.80,52.50,33.02,52.77,33.82,44.13,55.87,40.91,11.51
county,1081,"Lee County, Alabama",138602,30.21,69.79,61.86,38.14,61.70,14.78,53.00,19.61,52.89,19.95,59.86,25.54,50.63,30.38,65.76,15.51,57.33,17.11,70.10,29.90,62.59,37.41,33.74,66.26,76.92,23.08,71.51,28.49,27.91,72.09,53.27,36.75,75.29,24.71,38.59,61.41,70.79,29.21,50.33,28.64,69.16,17.94,53.65,34.53,50.57,26.90,57.84,42.16,40.34,49.41,56.50,32.57,61.45,25.10,63.46,24.28,63.51,24.80,53.65,46.35,53.89,9.23
county,1083,"Limestone County, Alabama",81193,25.17,74.83,56.70,43.30,54.36,17.67,47.61,21.99,46.16,23.59,47.75,32.90,42.68,35.22,57.39,17.81,49.75,20.03,65.86,34.14,69.97,30.03,37.41,62.59,71.45,28.55,65.77,34.23,26.48,73.53,44.93,43.84,70.83,29.17,34.38,65.62,65.57,34.43,39.67,39.23,57.26,24.84,47.50,40.27,39.12,32.98,51.21,48.79,36.43,52.49,50.62,38.38,55.20,30.73,56.42,31.24,56.82,31.90,45.95,54.06,46.28,10.56
county,1085,"Lowndes County, Alabama",7924,25.31,74.69,72.59,27.41,64.00,8.92,61.94,13.74,58.15,14.48,64.02,16.65,56.64,18.81,68.33,10.70,60.36,12.65,75.99,24.01,63.64,36.36,31.54,68.46,80.65,19.35,74.47,25.53,18.91,81.09,57.68,32.23,76.84,23.16,44.71,55.29,79.88,20.13,56.13,17.28,69.65,8.94,51.93,36.58,43.69,20.19,62.60,37.41,47.11,34.01,60.63,20.28,64.34,14.58,63.43,15.67,64.34,16.30,60.87,39.13,56.10,6.17
county,1087,"Macon County, Alabama",16020,29.67,70.33,76.65,23.35,71.25,8.42,65.47,11.94,62.66,12.22,67.71,14.93,58.99,16.21,70.94,11.34,64.61,11.76,78.65,21.35,61.42,38.58,28.93,71.07,82.23,17.77,76.33,23.67,21.55,78.45,56.27,32.93,78.22,21.78,48.39,51.61,83.34,16.66,61.46,15.91,74.05,7.73,55.83,33.39,51.09,18.61,67.21,32.79,51.81,31.96,65.11,18.39,68.65,13.18,67.15,13.76,68.92,13.54,64.63,35.37,62.84,5.31
county,1089,"Madison County, Alabama",306047,31.77,68.23,63.48,36.52,58.98,13.54,54.22,18.39,52.37,18.64,57.44,25.19,50.21,29.08,65.40,15.01,57.93,15.30,72.71,27.29,60.69,39.31,33.34,66.66,78.96,21.04,73.93,26.07,29.20,70.80,50.92,38.18,77.93,22.07,38.98,61.02,73.93,26.07,47.26,30.89,66.24,17.15,57.33,34.24,50.74,26.92,58.17,41.84,40.54,49.00,55.18,35.34,61.15,26.17,63.22,25.63,65.01,24.50,52.97,47.03,55.77,8.34
county,1091,"Marengo County, Alabama",14830,26.93,73.07,69.12,30.88,64.26,11.93,57.66,17.00,54.26,18.18,61.25,21.36,52.93,24.41,66.50,13.70,59.10,14.91,74.27,25.73,67.83,32.17,32.82,67.18,79.62,20.38,74.03,25.97,23.40,76.60,49.82,37.44,75.00,25.00,40.36,59.65,76.90,23.10,52.21,23.65,68.06,13.30,49.72,37.56,43.70,25.53,58.42,41.58,43.29,41.88,57.46,27.19,61.69,20.31,61.68,20.64,62.60,21.38,57.68,42.32,55.60,7.39
county,1093,"Marion County, Alabama",23049,22.24,77.76,50.13,49.87,50.59,22.12,42.16,25.51,41.21,27.45,45.35,35.94,39.24,41.86,55.20,21.01,45.97,23.34,61.59,38.41,74.15,25.85,42.52,57.48,68.09,31.91,63.13,36.87,23.79,76.21,42.83,45.97,66.62,33.38,28.85,71.15,59.37,40.63,36.08,42.34,53.44,29.54,41.87,43.42,34.70,36.01,43.90,56.10,32.47,56.03,46.05,42.17,48.53,35.93,51.66,35.73,51.98,35.87,42.25,57.75,39.93,12.47
county,1095,"Marshall County, Alabama",73201,23.99,76.01,52.18,47.82,53.74,21.24,44.19,24.49,43.56,26.39,47.32,35.61,40.57,40.30,57.05,20.27,48.26,22.09,63.36,36.64,72.02,27.98,40.23,59.77,69.54,30.46,64.05,35.95,25.69,74.31,43.33,45.72,68.52,31.48,30.97,69.03,62.87,37.13,37.59,41.01,56.73,30.25,43.04,42.20,38.30,33.82,46.93,53.08,34.27,55.80,47.64,43.17,51.94,35.36,54.37,34.97,54.66,35.23,42.51,57.49,41.11,11.81
